"CPC V10","CPCpartial","ISIC Rev3","ISICpartial","Comment"
"48244",0,"3312",1,
"48245",0,"3312",1,
"48251",0,"3312",1,
"48252",0,"3312",1,
"48253",0,"3312",1,
"48261",0,"3312",1,
"48262",0,"3312",1,
"48263",0,"3312",1,
"48264",0,"3312",1,
"48265",0,"3312",1,
"48270",0,"3313",1,
"48281",0,"3312",1,
"48282",0,"3312",1,
"48283",0,"3312",1,
"48284",0,"3313",1,
"48311",0,"3320",1,
"48312",0,"3320",1,
"48313",0,"3320",1,
"48314",0,"3320",1,
"48315",0,"3320",1,
"48321",0,"3320",1,
"48322",0,"3320",1,
"48323",0,"3320",1,
"48324",0,"3320",1,
"48330",0,"3320",1,
"48341",0,"2429",1,
"48342",0,"2429",1,
"48351",0,"3320",1,
"48352",0,"3320",1,
"48353",0,"3320",1,
"48410",0,"3330",1,
"48420",0,"3330",1,
"48430",0,"3330",1,
"48440",0,"3330",1,
"48490",0,"3330",1,
"49111",0,"3410",1,
"49112",0,"3410",1,
"49113",0,"3410",1,
"49114",0,"3410",1,
"49115",0,"3410",1,
"49116",0,"3410",1,
"49119",0,"3410",1,
"49121",0,"3410",1,
"49129",0,"3430",1,
"49210",0,"3420",1,
"49221",0,"3420",1,
"49222",0,"3420",1,
"49229",0,"3420",1,
"49231",0,"3430",1,
"49232",0,"3420",1,
"49311",0,"3511",1,
"49312",0,"3511",1,
"49313",0,"3511",1,
"49314",0,"3511",1,
"49315",0,"3511",1,
"49316",0,"3511",1,
"49319",0,"3511",1,
"49320",0,"3511",1,
"49390",0,"3511",1,
"49410",0,"3512",1,
"49490",0,"3512",1,
"49511",0,"3520",1,
"49512",0,"3520",1,
"49519",0,"3520",1,
"49520",0,"3520",1,
"49531",0,"3520",1,
"49532",0,"3520",1,
"49533",0,"3520",1,
"49540",0,"3520",1,
"49611",0,"3530",1,
"49612",0,"3530",1,
"49621",0,"3530",1,
"49622",0,"3530",1,
"49623",0,"3530",1,
"49630",0,"3530",1,
"49640",0,"3530",1,
"49911",0,"3591",1,
"49912",0,"3591",1,
"49913",0,"3591",1,
"49921",0,"3592",1,
"49922",0,"3592",1,
"49930",0,"3599",1,
"49941",0,"3591",1,
"49942",0,"3592",1,
"53111",0,"4520",1,
"53119",0,"4520",1,
"53121",0,"4520",1,
"53122",0,"4520",1,
"53129",0,"4520",1,
"53211",0,"4520",1,
"53212",0,"4520",1,
"53213",0,"4520",1,
"53221",0,"4520",1,
"53222",0,"4520",1,
"53231",0,"4520",1,
"53232",0,"4520",1,
"53233",0,"4520",1,
"53234",0,"4520",1,
"53241",0,"4520",1,
"53242",0,"4520",1,
"53251",0,"4520",1,
"53252",0,"4520",1,
"53261",0,"4520",1,
"53262",0,"4520",1,
"53263",0,"4520",1,
"53269",0,"4520",1,
"53270",0,"4520",1,
"53290",0,"4520",1,
"54111",0,"4520",1,
"54112",0,"4520",1,
"54121",0,"4520",1,
"54122",0,"4520",1,
"54129",0,"4520",1,
"54210",0,"4520",1,
"54220",0,"4520",1,
"54230",0,"4520",1,
"54241",0,"4520",1,
"54242",0,"4520",1,
"54251",0,"4520",1,
"54252",0,"4520",1,
"54260",0,"4520",1,
"54270",0,"4520",1,
"54290",0,"4520",1,
"54310",0,"4510",1,
"54320",0,"4510",1,
"54330",0,"4510",1,
"54341",0,"4520",1,
"54342",0,"4520",1,
"54400",0,"4520",1,
"54511",0,"4520",1,
"54512",0,"4520",1,
"54521",0,"4520",1,
"54522",0,"4520",1,
"54530",0,"4520",1,
"54540",0,"4520",1,
"54550",0,"4520",1,
"54560",0,"4520",1,
"54570",0,"4520",1,
"54590",0,"4520",1,
"54611",0,"4530",1,
"54612",0,"4530",1,
"54613",0,"4530",1,
"54614",0,"4530",1,
"54619",0,"4530",1,
"54621",0,"4530",1,
"54622",0,"4530",1,
"54631",0,"4530",1,
"54632",0,"4530",1,
"54640",0,"4530",1,
"54650",0,"4530",1,
"54691",0,"4530",1,
"54699",0,"4530",1,
"54710",0,"4540",1,
"54720",0,"4540",1,
"54730",0,"4540",1,
"54740",0,"4540",1,
"54750",0,"4540",1,
"54760",0,"4540",1,
"54770",0,"4530",1,
"54790",0,"4540",1,
"54800",0,"4550",0,
"61111",0,"5121",1,
"61112",0,"5121",1,
"61113",0,"5121",1,
"61114",0,"5121",1,
"61115",0,"5121",1,
"61119",0,"5121",1,
"61121",0,"5122",1,
"61122",0,"5122",1,
"61123",0,"5122",1,
"61124",0,"5122",1,
"61125",0,"5122",1,
"61126",0,"5122",1,
"61127",0,"5122",1,
"61128",0,"5122",1,
"61129",0,"5122",1,
"61131",0,"5131",1,
"61132",0,"5131",1,
"61133",0,"5131",1,
"61134",0,"5131",1,
"61141",0,"5139",1,
"61142",0,"5139",1,
"61143",0,"5139",1,
"61144",0,"5139",1,
"61145",0,"5139",1,
"61146",0,"5139",1,
"61149",0,"5139",1,
"61151",0,"5139",1,
"61152",0,"5139",1,
"61153",0,"5139",1,
"61154",0,"5139",1,
"61155",0,"5139",1,
"61156",0,"5139",1,
"61159",0,"5139",1,
"61161",0,"5143",1,
"61162",0,"5143",1,
"61163",0,"5139",1,
"61164",0,"5143",1,
"61165",0,"5143",1,
"61171",0,"5149",1,
"61172",0,"5149",1,
"61173",0,"5139",1,
"61174",0,"5139",1,
"61175",0,"5139",1,
"61176",0,"5139",1,
"61181",1,"5010",1,
"61181",1,"5030",1,
"61181",1,"5040",1,
"61182",0,"5150",1,
"61183",0,"5150",1,
"61184",0,"5150",1,
"61185",1,"5139",1,
"61185",1,"5150",1,
"61186",0,"5150",1,
"61187",0,"5150",1,
"61189",0,"5150",1,
"61191",0,"5141",0,
"61192",0,"5142",0,
"61193",0,"5143",1,
"61194",0,"5139",1,
"61195",0,"5149",1,
"61196",0,"5149",1,
"61199",0,"5190",0,
"61211",0,"5110",1,
"61212",0,"5110",1,
"61213",0,"5110",1,
"61214",0,"5110",1,
"61215",0,"5110",1,
"61219",0,"5110",1,
"61221",0,"5110",1,
"61222",0,"5110",1,
"61223",0,"5110",1,
"61224",0,"5110",1,
"61225",0,"5110",1,
"61226",0,"5110",1,
"61227",0,"5110",1,
"61228",0,"5110",1,
"61229",0,"5110",1,
"61231",0,"5110",1,
"61232",0,"5110",1,
"61233",0,"5110",1,
"61234",0,"5110",1,
"61241",0,"5110",1,
"61242",0,"5110",1,
"61243",0,"5110",1,
"61244",0,"5110",1,
"61245",0,"5110",1,
"61246",0,"5110",1,
"61249",0,"5110",1,
"61251",0,"5110",1,
"61252",0,"5110",1,
"61253",0,"5110",1,
"61254",0,"5110",1,
"61255",0,"5110",1,
"61256",0,"5110",1,
"61259",0,"5110",1,
"61261",0,"5110",1,
"61262",0,"5110",1,
"61263",0,"5110",1,
"61264",0,"5110",1,
"61265",0,"5110",1,
"61271",0,"5110",1,
"61272",0,"5110",1,
"61273",0,"5110",1,
"61274",0,"5110",1,
"61275",0,"5110",1,
"61276",0,"5110",1,
"61281",1,"5010",1,
"61281",1,"5030",1,
"61281",1,"5040",1,
"61282",0,"5110",1,
"61283",0,"5110",1,
"61284",0,"5110",1,
"61285",0,"5110",1,
"61286",0,"5110",1,
"61287",0,"5110",1,
"61289",0,"5110",1,
"61291",0,"5110",1,
"61292",0,"5110",1,
"61293",0,"5110",1,
"61294",0,"5110",1,
"61295",0,"5110",1,
"61296",0,"5110",1,
"61299",0,"5110",1,
"62111",1,"5211",1,
"62111",1,"5219",1,
"62112",1,"5211",1,
"62112",1,"5219",1,
"62114",1,"5211",1,
"62114",1,"5219",1,
"62115",1,"5211",1,
"62115",1,"5219",1,
"62121",1,"5211",1,
"62121",1,"5219",1,
"62122",1,"5211",1,
"62122",1,"5219",1,
"62123",1,"5211",1,
"62123",1,"5219",1,
"62124",1,"5211",1,
"62124",1,"5219",1,
"62125",1,"5211",1,
"62125",1,"5219",1,
"62126",1,"5211",1,
"62126",1,"5219",1,
"62127",1,"5211",1,
"62127",1,"5219",1,
"62128",1,"5211",1,
"62128",1,"5219",1,
"62129",1,"5211",1,
"62129",1,"5219",1,
"62131",1,"5211",1,
"62131",1,"5219",1,
"62131",1,"5240",1,
"62132",1,"5211",1,
"62132",1,"5219",1,
"62132",1,"5240",1,
"62133",1,"5211",1,
"62133",1,"5219",1,
"62133",1,"5240",1,
"62134",1,"5211",1,
"62134",1,"5219",1,
"62134",1,"5240",1,
"62141",1,"5211",1,
"62141",1,"5219",1,
"62141",1,"5240",1,
"62142",1,"5211",1,
"62142",1,"5219",1,
"62142",1,"5240",1,
"62143",1,"5211",1,
"62143",1,"5219",1,
"62143",1,"5240",1,
"62144",1,"5211",1,
"62144",1,"5219",1,
"62144",1,"5240",1,
"62145",1,"5211",1,
"62145",1,"5219",1,
"62145",1,"5240",1,
"62146",1,"5211",1,
"62146",1,"5219",1,
"62146",1,"5240",1,
"62149",1,"5211",1,
"62149",1,"5219",1,
"62149",1,"5240",1,
"62151",1,"5211",1,
"62151",1,"5219",1,
"62151",1,"5240",1,
"62152",1,"5211",1,
"62152",1,"5219",1,
"62152",1,"5240",1,
"62153",1,"5211",1,
"62153",1,"5219",1,
"62153",1,"5240",1,
"62154",1,"5211",1,
"62154",1,"5219",1,
"62154",1,"5240",1,
"62155",1,"5211",1,
"62155",1,"5219",1,
"62155",1,"5240",1,
"62156",1,"5211",1,
"62156",1,"5219",1,
"62156",1,"5240",1,
"62159",1,"5211",1,
"62159",1,"5219",1,
"62159",1,"5240",1,
"62161",1,"5211",1,
"62161",1,"5219",1,
"62162",1,"5211",1,
"62162",1,"5219",1,
"62163",1,"5211",1,
"62163",1,"5219",1,
"62164",1,"5211",1,
"62164",1,"5219",1,
"62165",1,"5211",1,
"62165",1,"5219",1,
"62165",1,"5240",1,
"62172",1,"5211",1,
"62172",1,"5219",1,
"62173",1,"5211",1,
"62173",1,"5219",1,
"62174",1,"5211",1,
"62174",1,"5219",1,
"62174",1,"5240",1,
"62175",1,"5211",1,
"62175",1,"5219",1,
"62176",1,"5211",1,
"62176",1,"5219",1,
"62182",1,"5211",1,
"62182",1,"5219",1,
"62182",1,"5240",1,
"62183",1,"5211",1,
"62183",1,"5219",1,
"62183",1,"5240",1,
"62184",1,"5211",1,
"62184",1,"5219",1,
"62184",1,"5240",1,
"62185",1,"5211",1,
"62185",1,"5219",1,
"62185",1,"5240",1,
"62191",1,"5211",1,
"62191",1,"5219",1,
"62194",1,"5211",1,
"62194",1,"5219",1,
"62199",1,"5211",1,
"62199",1,"5219",1,
"62199",1,"5240",1,
"62211",0,"5239",1,
"62212",0,"5239",1,
"62214",0,"5239",1,
"62215",0,"5239",1,
"62221",0,"5220",1,
"62222",0,"5220",1,
"62223",0,"5220",1,
"62224",0,"5220",1,
"62225",0,"5220",1,
"62226",0,"5220",1,
"62227",0,"5220",1,
"62228",0,"5220",1,
"62229",0,"5220",1,
"62231",1,"5232",1,
"62231",1,"5240",1,
"62232",1,"5233",1,
"62232",1,"5240",1,
"62233",1,"5232",1,
"62233",1,"5240",1,
"62234",1,"5232",1,
"62234",1,"5240",1,
"62241",1,"5233",1,
"62241",1,"5240",1,
"62242",1,"5233",1,
"62242",1,"5240",1,
"62243",1,"5233",1,
"62243",1,"5240",1,
"62244",1,"5233",1,
"62244",1,"5240",1,
"62245",1,"5233",1,
"62245",1,"5240",1,
"62246",1,"5233",1,
"62246",1,"5240",1,
"62249",1,"5233",1,
"62249",1,"5240",1,
"62251",1,"5239",1,
"62251",1,"5240",1,
"62252",1,"5239",1,
"62252",1,"5240",1,
"62253",1,"5239",1,
"62253",1,"5240",1,
"62254",1,"5239",1,
"62254",1,"5240",1,
"62255",1,"5239",1,
"62255",1,"5240",1,
"62256",1,"5232",1,
"62256",1,"5240",1,
"62259",1,"5239",1,
"62259",1,"5240",1,
"62261",0,"5234",1,
"62262",0,"5234",1,
"62263",0,"5239",1,
"62264",0,"5234",1,
"62265",1,"5234",1,
"62265",1,"5240",1,
"62272",0,"5239",1,
"62273",0,"5231",1,
"62274",1,"5231",1,
"62274",1,"5240",1,
"62275",0,"5231",1,
"62276",0,"5239",1,
"62281",1,"5010",1,
"62281",1,"5030",1,
"62281",1,"5040",1,
"62282",1,"5239",1,
"62282",1,"5240",1,
"62283",1,"5239",1,
"62283",1,"5240",1,
"62284",1,"5239",1,
"62284",1,"5240",1,
"62285",1,"5239",1,
"62285",1,"5240",1,
"62291",1,"5050",1,
"62291",1,"5239",1,
"62294",0,"5239",1,
"62299",0,"5239",1,
"62311",0,"5251",1,
"62312",0,"5251",1,
"62314",0,"5251",1,
"62315",0,"5251",1,
"62321",0,"5251",1,
"62322",0,"5251",1,
"62323",0,"5251",1,
"62324",0,"5251",1,
"62325",0,"5251",1,
"62326",0,"5251",1,
"62327",0,"5251",1,
"62328",0,"5251",1,
"62329",0,"5251",1,
"62331",0,"5251",1,
"62332",0,"5251",1,
"62333",0,"5251",1,
"62334",0,"5251",1,
"62341",0,"5251",1,
"62342",0,"5251",1,
"62343",0,"5251",1,
"62344",0,"5251",1,
"62345",0,"5251",1,
"62346",0,"5251",1,
"62349",0,"5251",1,
"62351",0,"5251",1,
"62352",0,"5251",1,
"62353",0,"5251",1,
"62354",0,"5251",1,
"62355",0,"5251",1,
"62356",0,"5251",1,
"62359",0,"5251",1,
"62361",0,"5251",1,
"62362",0,"5251",1,
"62363",0,"5251",1,
"62364",0,"5251",1,
"62365",0,"5251",1,
"62372",0,"5251",1,
"62373",0,"5251",1,
"62374",0,"5251",1,
"62375",0,"5251",1,
"62376",0,"5251",1,
"62381",1,"5010",1,
"62381",1,"5030",1,
"62381",1,"5040",1,
"62382",0,"5251",1,
"62383",0,"5251",1,
"62384",0,"5251",1,
"62385",0,"5251",1,
"62394",0,"5251",1,
"62399",0,"5251",1,
"62411",1,"5252",1,
"62411",1,"5259",1,
"62412",1,"5252",1,
"62412",1,"5259",1,
"62414",1,"5252",1,
"62414",1,"5259",1,
"62415",1,"5252",1,
"62415",1,"5259",1,
"62421",1,"5252",1,
"62421",1,"5259",1,
"62422",1,"5252",1,
"62422",1,"5259",1,
"62423",1,"5252",1,
"62423",1,"5259",1,
"62424",1,"5252",1,
"62424",1,"5259",1,
"62425",1,"5252",1,
"62425",1,"5259",1,
"62426",1,"5252",1,
"62426",1,"5259",1,
"62427",1,"5252",1,
"62427",1,"5259",1,
"62428",1,"5252",1,
"62428",1,"5259",1,
"62429",1,"5252",1,
"62429",1,"5259",1,
"62431",1,"5252",1,
"62431",1,"5259",1,
"62432",1,"5252",1,
"62432",1,"5259",1,
"62433",1,"5252",1,
"62433",1,"5259",1,
"62434",1,"5252",1,
"62434",1,"5259",1,
"62441",1,"5252",1,
"62441",1,"5259",1,
"62442",1,"5252",1,
"62442",1,"5259",1,
"62443",1,"5252",1,
"62443",1,"5259",1,
"62444",1,"5252",1,
"62444",1,"5259",1,
"62445",1,"5252",1,
"62445",1,"5259",1,
"62446",1,"5252",1,
"62446",1,"5259",1,
"62449",1,"5252",1,
"62449",1,"5259",1,
"62451",1,"5252",1,
"62451",1,"5259",1,
"62452",1,"5252",1,
"62452",1,"5259",1,
"62453",1,"5252",1,
"62453",1,"5259",1,
"62454",1,"5252",1,
"62454",1,"5259",1,
"62455",1,"5252",1,
"62455",1,"5259",1,
"62456",1,"5252",1,
"62456",1,"5259",1,
"62459",1,"5252",1,
"62459",1,"5259",1,
"62461",1,"5252",1,
"62461",1,"5259",1,
"62462",1,"5252",1,
"62462",1,"5259",1,
"62463",1,"5252",1,
"62463",1,"5259",1,
"62464",1,"5252",1,
"62464",1,"5259",1,
"62465",1,"5252",1,
"62465",1,"5259",1,
"62472",1,"5252",1,
"62472",1,"5259",1,
"62473",1,"5252",1,
"62473",1,"5259",1,
"62474",1,"5252",1,
"62474",1,"5259",1,
"62475",1,"5252",1,
"62475",1,"5259",1,
"62476",1,"5252",1,
"62476",1,"5259",1,
"62481",1,"5010",1,
"62481",1,"5030",1,
"62481",1,"5040",1,
"62482",1,"5252",1,
"62482",1,"5259",1,
"62483",1,"5252",1,
"62483",1,"5259",1,
"62484",1,"5252",1,
"62484",1,"5259",1,
"62485",1,"5252",1,
"62485",1,"5259",1,
"62491",1,"5050",1,
"62491",1,"5252",1,
"62491",1,"5259",1,
"62494",1,"5252",1,
"62494",1,"5259",1,
"62499",1,"5252",1,
"62499",1,"5259",1,
"62511",1,"5211",1,
"62511",1,"5219",1,
"62511",1,"5239",1,
"62511",1,"5251",1,
"62511",1,"5252",1,
"62511",1,"5259",1,
"62512",1,"5211",1,
"62512",1,"5219",1,
"62512",1,"5239",1,
"62512",1,"5251",1,
"62512",1,"5252",1,
"62512",1,"5259",1,
"62514",1,"5211",1,
"62514",1,"5219",1,
"62514",1,"5239",1,
"62514",1,"5251",1,
"62514",1,"5252",1,
"62514",1,"5259",1,
"62515",1,"5211",1,
"62515",1,"5219",1,
"62515",1,"5239",1,
"62515",1,"5251",1,
"62515",1,"5252",1,
"62515",1,"5259",1,
"62519",1,"5252",1,
"62519",1,"5259",1,
"62521",1,"5211",1,
"62521",1,"5219",1,
"62521",1,"5220",1,
"62521",1,"5251",1,
"62521",1,"5252",1,
"62521",1,"5259",1,
"62522",1,"5211",1,
"62522",1,"5219",1,
"62522",1,"5220",1,
"62522",1,"5251",1,
"62522",1,"5252",1,
"62522",1,"5259",1,
"62523",1,"5211",1,
"62523",1,"5219",1,
"62523",1,"5220",1,
"62523",1,"5251",1,
"62523",1,"5252",1,
"62523",1,"5259",1,
"62524",1,"5211",1,
"62524",1,"5219",1,
"62524",1,"5220",1,
"62524",1,"5251",1,
"62524",1,"5252",1,
"62524",1,"5259",1,
"62525",1,"5211",1,
"62525",1,"5219",1,
"62525",1,"5220",1,
"62525",1,"5251",1,
"62525",1,"5252",1,
"62525",1,"5259",1,
"62526",1,"5211",1,
"62526",1,"5219",1,
"62526",1,"5220",1,
"62526",1,"5251",1,
"62526",1,"5252",1,
"62526",1,"5259",1,
"62527",1,"5211",1,
"62527",1,"5219",1,
"62527",1,"5220",1,
"62527",1,"5251",1,
"62527",1,"5252",1,
"62527",1,"5259",1,
"62528",1,"5211",1,
"62528",1,"5219",1,
"62528",1,"5220",1,
"62528",1,"5251",1,
"62528",1,"5252",1,
"62528",1,"5259",1,
"62529",1,"5211",1,
"62529",1,"5219",1,
"62529",1,"5220",1,
"62529",1,"5251",1,
"62529",1,"5252",1,
"62529",1,"5259",1,
"62531",1,"5211",1,
"62531",1,"5219",1,
"62531",1,"5232",1,
"62531",1,"5240",1,
"62531",1,"5251",1,
"62531",1,"5252",1,
"62531",1,"5259",1,
"62532",1,"5211",1,
"62532",1,"5219",1,
"62532",1,"5233",1,
"62532",1,"5240",1,
"62532",1,"5251",1,
"62532",1,"5252",1,
"62532",1,"5259",1,
"62533",1,"5211",1,
"62533",1,"5219",1,
"62533",1,"5232",1,
"62533",1,"5240",1,
"62533",1,"5251",1,
"62533",1,"5252",1,
"62533",1,"5259",1,
"62534",1,"5211",1,
"62534",1,"5219",1,
"62534",1,"5232",1,
"62534",1,"5240",1,
"62534",1,"5251",1,
"62534",1,"5252",1,
"62534",1,"5259",1,
"62541",1,"5211",1,
"62541",1,"5219",1,
"62541",1,"5233",1,
"62541",1,"5240",1,
"62541",1,"5251",1,
"62541",1,"5252",1,
"62541",1,"5259",1,
"62542",1,"5211",1,
"62542",1,"5219",1,
"62542",1,"5233",1,
"62542",1,"5240",1,
"62542",1,"5251",1,
"62542",1,"5252",1,
"62542",1,"5259",1,
"62543",1,"5211",1,
"62543",1,"5219",1,
"62543",1,"5233",1,
"62543",1,"5240",1,
"62543",1,"5251",1,
"62543",1,"5252",1,
"62543",1,"5259",1,
"62544",1,"5211",1,
"62544",1,"5219",1,
"62544",1,"5233",1,
"62544",1,"5240",1,
"62544",1,"5251",1,
"62544",1,"5252",1,
"62544",1,"5259",1,
"62545",1,"5211",1,
"62545",1,"5219",1,
"62545",1,"5233",1,
"62545",1,"5240",1,
"62545",1,"5251",1,
"62545",1,"5252",1,
"62545",1,"5259",1,
"62546",1,"5211",1,
"62546",1,"5219",1,
"62546",1,"5233",1,
"62546",1,"5240",1,
"62546",1,"5251",1,
"62546",1,"5252",1,
"62546",1,"5259",1,
"62549",1,"5211",1,
"62549",1,"5219",1,
"62549",1,"5233",1,
"62549",1,"5240",1,
"62549",1,"5251",1,
"62549",1,"5252",1,
"62549",1,"5259",1,
"62551",1,"5211",1,
"62551",1,"5219",1,
"62551",1,"5239",1,
"62551",1,"5240",1,
"62551",1,"5251",1,
"62551",1,"5252",1,
"62551",1,"5259",1,
"62552",1,"5211",1,
"62552",1,"5219",1,
"62552",1,"5239",1,
"62552",1,"5240",1,
"62552",1,"5251",1,
"62552",1,"5252",1,
"62552",1,"5259",1,
"62553",1,"5211",1,
"62553",1,"5219",1,
"62553",1,"5239",1,
"62553",1,"5240",1,
"62553",1,"5251",1,
"62553",1,"5252",1,
"62553",1,"5259",1,
"62554",1,"5211",1,
"62554",1,"5219",1,
"62554",1,"5239",1,
"62554",1,"5240",1,
"62554",1,"5251",1,
"62554",1,"5252",1,
"62554",1,"5259",1,
"62555",1,"5211",1,
"62555",1,"5219",1,
"62555",1,"5239",1,
"62555",1,"5240",1,
"62555",1,"5251",1,
"62555",1,"5252",1,
"62555",1,"5259",1,
"62556",1,"5211",1,
"62556",1,"5219",1,
"62556",1,"5232",1,
"62556",1,"5240",1,
"62556",1,"5251",1,
"62556",1,"5252",1,
"62556",1,"5259",1,
"62559",1,"5211",1,
"62559",1,"5219",1,
"62559",1,"5239",1,
"62559",1,"5240",1,
"62559",1,"5251",1,
"62559",1,"5252",1,
"62559",1,"5259",1,
"62561",1,"5211",1,
"62561",1,"5219",1,
"62561",1,"5234",1,
"62561",1,"5251",1,
"62561",1,"5252",1,
"62561",1,"5259",1,
"62562",1,"5211",1,
"62562",1,"5219",1,
"62562",1,"5234",1,
"62562",1,"5251",1,
"62562",1,"5252",1,
"62562",1,"5259",1,
"62563",1,"5211",1,
"62563",1,"5219",1,
"62563",1,"5239",1,
"62563",1,"5251",1,
"62563",1,"5252",1,
"62563",1,"5259",1,
"62564",1,"5211",1,
"62564",1,"5219",1,
"62564",1,"5234",1,
"62564",1,"5251",1,
"62564",1,"5252",1,
"62564",1,"5259",1,
"62565",1,"5211",1,
"62565",1,"5219",1,
"62565",1,"5234",1,
"62565",1,"5240",1,
"62565",1,"5251",1,
"62565",1,"5252",1,
"62565",1,"5259",1,
"62572",1,"5211",1,
"62572",1,"5219",1,
"62572",1,"5239",1,
"62572",1,"5251",1,
"62572",1,"5252",1,
"62572",1,"5259",1,
"62573",1,"5211",1,
"62573",1,"5219",1,
"62573",1,"5231",1,
"62573",1,"5251",1,
"62573",1,"5252",1,
"62573",1,"5259",1,
"62574",1,"5211",1,
"62574",1,"5219",1,
"62574",1,"5231",1,
"62574",1,"5240",1,
"62574",1,"5251",1,
"62574",1,"5252",1,
"62574",1,"5259",1,
"62575",1,"5211",1,
"62575",1,"5219",1,
"62575",1,"5231",1,
"62575",1,"5251",1,
"62575",1,"5252",1,
"62575",1,"5259",1,
"62576",1,"5211",1,
"62576",1,"5219",1,
"62576",1,"5239",1,
"62576",1,"5251",1,
"62576",1,"5252",1,
"62576",1,"5259",1,
"62581",1,"5010",1,
"62581",1,"5030",1,
"62581",1,"5040",1,
"62582",1,"5211",1,
"62582",1,"5219",1,
"62582",1,"5239",1,
"62582",1,"5240",1,
"62582",1,"5251",1,
"62582",1,"5252",1,
"62582",1,"5259",1,
"62583",1,"5211",1,
"62583",1,"5219",1,
"62583",1,"5239",1,
"62583",1,"5240",1,
"62583",1,"5251",1,
"62583",1,"5252",1,
"62583",1,"5259",1,
"62584",1,"5211",1,
"62584",1,"5219",1,
"62584",1,"5239",1,
"62584",1,"5240",1,
"62584",1,"5251",1,
"62584",1,"5252",1,
"62584",1,"5259",1,
"62585",1,"5211",1,
"62585",1,"5219",1,
"62585",1,"5239",1,
"62585",1,"5240",1,
"62585",1,"5251",1,
"62585",1,"5252",1,
"62585",1,"5259",1,
"62591",1,"5050",1,
"62591",1,"5211",1,
"62591",1,"5219",1,
"62591",1,"5239",1,
"62591",1,"5252",1,
"62591",1,"5259",1,
"62594",1,"5211",1,
"62594",1,"5219",1,
"62594",1,"5239",1,
"62594",1,"5251",1,
"62594",1,"5252",1,
"62594",1,"5259",1,
"62599",1,"5211",1,
"62599",1,"5219",1,
"62599",1,"5239",1,
"62599",1,"5252",1,
"62599",1,"5259",1,
"63110",0,"5510",1,
"63191",0,"5510",1,
"63192",0,"5510",1,
"63193",0,"5510",1,
"63194",0,"5510",1,
"63195",0,"5510",1,
"63199",0,"5510",1,
"63210",0,"5520",1,
"63220",0,"5520",1,
"63230",0,"5520",1,
"63290",0,"5520",1,
"63300",0,"5520",1,
"64111",0,"6010",1,
"64112",0,"6021",1,
"64121",0,"6010",1,
"64122",0,"6010",1,
"64123",0,"6010",1,
"64124",0,"6010",1,
"64129",0,"6010",1,
"64130",0,"6010",1,
"64211",0,"6021",1,
"64212",0,"6021",1,
"64213",0,"6021",1,
"64214",0,"6021",1,
"64219",0,"6021",1,
"64221",0,"6022",1,
"64222",0,"6022",1,
"64223",0,"6022",1,
"64224",0,"6022",1,
"64229",0,"6022",1,
"64231",0,"6023",1,
"64232",0,"6023",1,
"64233",0,"6023",1,
"64234",0,"6023",1,
"64235",0,"6023",1,
"64236",0,"6023",1,
"64239",0,"6023",1,
"64240",0,"6412",1,
"64250",0,"6023",1,
"64310",0,"6030",1,
"64390",0,"6030",1,
"65111",0,"6110",1,
"65119",0,"6110",1,
"65121",0,"6110",1,
"65122",0,"6110",1,
"65123",0,"6110",1,
"65129",0,"6110",1,
"65130",0,"6110",1,
"65140",0,"6110",1,
"65211",0,"6120",1,
"65219",0,"6120",1,
"65221",0,"6120",1,
"65222",0,"6120",1,
"65229",0,"6120",1,
"65230",0,"6120",1,
"65240",0,"6120",1,
"66110",0,"6210",1,
"66120",0,"6220",1,
"66210",1,"6210",1,"Transport via non-scheduled flights"
"66210",1,"6220",1,"Transport via scheduled flights"
"66290",1,"6210",1,"Transport via scheduled flights"
"66290",1,"6220",1,"Transport via non-scheduled flights"
"66300",0,"6220",1,
"66400",1,"6210",1,"Rental for scheduled flights"
"66400",1,"6220",1,"Rental for non-scheduled flights"
"67110",0,"6301",1,
"67190",0,"6301",1,
"67210",0,"6302",1,
"67220",0,"6302",1,
"67290",0,"6302",1,
"67300",0,"6303",1,
"67400",0,"6303",1,
"67510",0,"6303",1,
"67520",0,"6303",1,
"67530",0,"6303",1,
"67590",0,"6303",1,
"67610",0,"6303",1,
"67620",0,"6303",1,
"67630",0,"6303",1,
"67690",0,"6303",1,
"67710",0,"6303",1,
"67720",0,"6303",1,
"67790",0,"6303",1,
"67811",0,"6304",1,
"67812",0,"6304",1,
"67813",0,"6304",1,
"67820",0,"6304",1,
"67910",0,"6309",1,
"67990",0,"6309",1,
"68111",0,"6411",1,
"68112",0,"6411",1,
"68113",0,"6411",1,
"68119",0,"6411",1,
"68120",0,"6412",1,
"69110",0,"4010",1,
"69120",0,"4020",1,
"69210",0,"4100",1,
"69220",0,"4030",1,
"71100",1,"6511",0,"central bank services"
"71100",1,"6519",0,"deposit services"
"71100",1,"6591",0,"financial leasing services"
"71100",1,"6592",0,"credit granting services"
"71200",0,"6599",1,
"71311",0,"6601",1,
"71312",0,"6602",0,
"71320",0,"6603",1,
"71331",0,"6603",1,
"71332",0,"6603",1,
"71333",0,"6603",1,
"71334",0,"6603",1,
"71335",0,"6603",1,
"71336",0,"6603",1,
"71339",0,"6603",1,
"71410",0,"6601",1,
"71420",0,"6603",1,
"71430",0,"6603",1,
"71511",0,"6599",1,
"71512",0,"6599",1,
"71519",0,"6599",1,
